User ID,Gender,Age,EstimatedSalary,Purchased
19734152,Female,21,34000,1
18118843,Male,39,82000,0
18898827,Male,35,112000,1
16867458,Male,27,116000,0
15473239,Female,27,79000,1
14332576,Female,39,117000,0
10654277,Male,32,123000,1
16266644,Female,38,58000,0
15834667,Female,39,43000,0
16399268,Female,35,64000,0
10288580,Female,47,144000,0
18541634,Female,40,130000,1
17226110,Male,37,147000,1
10105219,Male,20,86000,0
15019005,Female,36,76000,0
17862615,Male,22,137000,1
14124518,Female,18,70000,0
10056083,Male,38,122000,0
10524254,Female,50,44000,0
11607112,Female,36,53000,1
18059262,Male,20,110000,0
16873700,Female,40,131000,1
19947139,Female,20,112000,0
19080619,Female,42,135000,0
19901699,Female,30,105000,0
16042732,Male,37,113000,0
15121069,Male,22,26000,0
10498271,Male,38,139000,1
19175523,Male,42,26000,0
11189737,Male,31,135000,0
16559461,Male,55,25000,1
11424717,Female,21,104000,0
18579475,Female,25,55000,1
14643427,Male,29,64000,1
14300087,Female,52,141000,0
17757446,Female,39,52000,0
10928642,Male,33,115000,1
12557309,Female,20,16000,0
17167413,Female,33,52000,0
12131721,Female,53,24000,0
13501379,Male,49,75000,1
18191524,Male,41,119000,0
19784314,Male,41,115000,1
13694802,Female,45,18000,0
13795413,Female,37,144000,1
10782551,Female,33,92000,1
14247090,Female,49,22000,0
18406062,Female,36,32000,0
13952813,Male,18,140000,0
14044449,Male,44,66000,1
18341474,Female,27,36000,0
19878226,Male,51,116000,1
18509648,Female,51,126000,0
13329235,Male,20,53000,0
12422063,Male,20,87000,0
13608840,Female,30,21000,1
16397257,Male,27,67000,1
18843556,Female,31,55000,0
18349733,Male,32,91000,1
12344803,Male,59,73000,0
13932442,Male,43,126000,0
16919465,Male,44,47000,0
14267787,Female,36,20000,0
12051260,Female,24,134000,1
11468272,Male,21,55000,1
14072671,Female,56,38000,1
17487680,Male,50,43000,0
11212015,Male,37,62000,1
17464558,Female,53,121000,0
11883305,Male,33,25000,1
16108452,Female,57,49000,0
15079682,Male,54,67000,1
11583505,Male,22,27000,1
11725072,Male,31,57000,0
17126107,Male,44,129000,0
16903722,Male,36,144000,0
18127841,Male,50,78000,1
14696623,Female,48,136000,1
11564200,Female,57,63000,0
12549709,Male,18,17000,0
10938362,Male,38,100000,0
14427250,Male,58,65000,0
19635117,Female,32,111000,0
18432964,Female,58,107000,1
17239282,Male,51,134000,0
14070093,Female,55,90000,0
15721145,Male,29,44000,1
15992945,Male,54,72000,0
16145338,Female,39,113000,0
16052139,Female,26,84000,0
15209867,Female,48,59000,1
19207020,Female,51,30000,0
11548179,Male,41,107000,0
18730615,Female,42,97000,1
18466971,Male,39,71000,1
13564690,Male,49,136000,0
19696225,Female,21,28000,1
10728774,Male,20,75000,0
17558613,Male,20,114000,1
13445582,Female,38,74000,0
19380296,Female,38,74000,1
10563891,Male,53,147000,1
17713198,Male,31,76000,1
18713019,Male,45,111000,1
14975436,Female,52,55000,0
17433648,Female,43,124000,1
17958403,Male,50,71000,1
19528214,Female,22,29000,0
15134227,Male,32,62000,1
16816281,Female,27,104000,1
18954566,Male,23,81000,1
17851685,Female,23,139000,1
12763020,Female,48,31000,0
14215581,Female,38,86000,0
11978586,Female,33,120000,0
19773371,Female,23,99000,1
11231735,Male,23,60000,0
13522442,Male,55,70000,0
18293225,Male,40,56000,0
15388030,Female,24,94000,0
19800471,Female,56,109000,1
16158348,Female,23,56000,0
18303497,Female,48,55000,1
13698953,Female,53,105000,0
11015745,Female,25,25000,0
10551115,Female,28,77000,1
13950042,Male,26,143000,1
19280311,Female,40,126000,1
17066279,Female,27,121000,1
17755590,Male,50,145000,1
17868918,Female,53,18000,1
14469325,Female,20,43000,1
18699984,Male,19,91000,1
19794593,Male,21,26000,0
15126603,Male,20,64000,1
18646991,Male,19,39000,1
15631754,Female,33,39000,1
12531543,Male,46,118000,1
16871353,Female,46,72000,0
18110906,Female,41,92000,1
19807079,Male,40,62000,1
15525464,Female,32,106000,0
17086551,Male,25,139000,0
18559863,Male,23,131000,0
11873541,Female,24,36000,0
15382661,Male,53,58000,0
16227918,Male,37,49000,0
19592020,Female,19,21000,0
12188847,Male,41,113000,1
17262596,Female,27,141000,1
16698147,Male,55,138000,0
16181002,Male,35,133000,0
17040995,Female,47,31000,1
14829050,Female,49,43000,0
13829892,Female,33,149000,0
18351036,Male,28,132000,0
15289203,Female,22,46000,0
15683644,Female,29,34000,1
12403790,Female,49,43000,1
17823900,Male,19,52000,1
16220638,Male,33,44000,0
12705325,Female,27,64000,1
15695390,Female,36,104000,0
15263320,Male,32,119000,1
10127315,Male,53,103000,1
13964098,Female,39,66000,1
16742609,Male,29,25000,0
18894189,Male,49,28000,1
17933190,Male,51,39000,1
19279758,Male,42,130000,0
10827835,Male,54,31000,0
12152370,Male,30,145000,1
13667072,Female,26,76000,1
14484627,Male,58,15000,0
14851835,Male,47,101000,1
15534640,Female,48,32000,1
19772250,Female,44,120000,0
10992160,Female,35,124000,0
19865216,Female,49,82000,1
10721495,Male,58,114000,0
10942477,Female,49,47000,1
18449350,Female,31,83000,1
18614387,Female,37,66000,0
15311070,Female,54,148000,1
17941476,Male,53,29000,0
19058672,Male,42,18000,0
14740685,Male,57,115000,0
10888511,Female,36,94000,0
10554344,Male,58,50000,0
10370652,Female,51,106000,0
18200169,Male,51,135000,1
10627065,Male,53,52000,1
17232540,Female,57,15000,0
19092200,Female,29,71000,0
11178130,Female,59,48000,0
10253783,Female,36,24000,0
13028031,Female,26,86000,0
13640744,Female,44,78000,1
18808802,Female,25,144000,1
13415388,Male,48,46000,0
10112888,Male,54,132000,1
13684814,Female,44,100000,1
13350842,Female,46,96000,1
19998213,Male,48,30000,0
10303685,Male,21,117000,0
14072066,Female,40,104000,0
17574391,Male,20,91000,1
11290669,Female,21,53000,1
12680152,Female,29,122000,0
13653226,Male,28,37000,0
19281441,Male,23,56000,0
17380977,Male,41,79000,0
11837450,Male,28,19000,0
14365845,Male,44,52000,0
18026042,Male,35,90000,1
10861822,Female,45,75000,0
12571861,Male,19,19000,1
11683649,Female,35,22000,0
18206657,Female,30,147000,0
13226581,Male,46,116000,1
14571528,Female,45,98000,1
12791544,Female,33,26000,1
19868543,Female,42,93000,0
16589922,Male,19,67000,1
10684310,Male,42,71000,0
13107071,Female,56,88000,0
16284800,Female,57,112000,0
10209231,Female,31,89000,0
19096015,Male,42,81000,1
13310705,Female,33,90000,0
10223494,Male,48,150000,0
14015390,Male,29,74000,0
11622755,Female,35,118000,1
16933343,Female,26,67000,1
13310923,Male,46,28000,0
13701978,Female,44,75000,0
18038023,Male,20,44000,0
11544185,Female,51,38000,1
13805285,Male,24,89000,1
16294778,Female,47,150000,0
19140090,Male,50,112000,1
11442241,Female,24,123000,1
13434813,Female,42,42000,1
16945267,Male,23,77000,0
11444026,Male,51,57000,1
16117380,Female,35,146000,0
13118277,Male,56,143000,1
18660002,Male,19,104000,1
19746148,Male,27,40000,1
11360055,Female,26,114000,0
15621717,Female,31,147000,1
10789027,Male,46,53000,0
16783226,Male,25,101000,1
17993472,Male,59,141000,1
17332909,Male,37,140000,0
16637461,Female,25,131000,1
18504106,Male,49,15000,1
12609154,Female,48,52000,0
10572629,Female,42,46000,1
11444561,Female,39,127000,1
10206006,Female,55,81000,0
17851345,Female,49,32000,0
10250012,Female,54,139000,1
15831652,Female,23,135000,0
10529928,Female,52,59000,0
13961069,Female,20,135000,1
10100930,Female,32,145000,1
14855788,Female,53,119000,0
16218820,Female,40,40000,0
12182806,Male,43,42000,1
17565847,Female,40,30000,0
14611577,Male,39,44000,1
11633707,Male,53,103000,0
17852462,Female,42,90000,1
11132460,Female,49,145000,1
17664803,Male,44,148000,0
11496934,Male,53,25000,0
17840852,Male,28,30000,1
13378228,Male,37,49000,0
14000972,Female,19,114000,0
11964841,Female,21,98000,1
18626621,Male,57,126000,1
16122864,Male,35,29000,0
11145570,Male,52,76000,0
12572418,Male,33,33000,1
16422179,Female,18,98000,0
19254129,Male,58,29000,0
18109021,Male,35,40000,1
16757020,Male,37,138000,1
19218819,Female,42,112000,0
18696031,Female,25,130000,0
11121327,Female,45,37000,0
12099936,Male,39,63000,0
19350398,Male,40,95000,1
13993614,Male,33,33000,0
10822153,Female,59,86000,0
19285722,Female,24,84000,0
10927680,Female,40,126000,1
15292765,Female,50,74000,0
18349693,Female,37,131000,1
14808427,Male,37,26000,0
18814256,Female,18,31000,0
16752313,Male,37,116000,1
15152436,Male,33,21000,0
16274198,Male,40,149000,0
14955375,Male,19,25000,1
19503580,Male,31,85000,1
19834559,Male,33,30000,0
14230466,Male,37,115000,0
15631898,Male,48,103000,1
17280807,Female,25,132000,0
18271233,Female,57,33000,1
16324322,Male,42,90000,0
15625182,Male,43,36000,0
12284405,Female,27,147000,0
15944967,Female,28,126000,1
10038449,Female,41,113000,1
19823756,Male,30,90000,1
17050127,Female,50,52000,0
12263862,Male,51,75000,1
10299038,Male,39,137000,1
12035832,Female,24,104000,0
18613639,Male,29,107000,1
11758420,Male,55,98000,0
10796544,Female,40,22000,1
14263355,Female,45,71000,1
18815912,Male,54,44000,0
11851204,Male,35,142000,0
10686006,Female,26,65000,0
15256894,Female,44,113000,0
18486475,Male,24,123000,1
10392125,Male,19,146000,1
17132428,Male,21,47000,1
14864699,Female,26,61000,1
19419360,Female,44,87000,0
16518746,Female,43,119000,1
10889909,Female,25,36000,1
19660191,Female,44,140000,1
18362693,Male,37,75000,0
18529224,Female,35,91000,0
11808976,Male,54,30000,0
10133069,Male,52,23000,0
13491614,Male,32,61000,0
17959023,Female,43,103000,0
15672624,Male,44,78000,1
18679874,Male,19,81000,1
10776803,Male,56,137000,0
13278697,Female,54,104000,0
10579289,Female,55,22000,1
13473603,Female,37,137000,1
15531995,Female,23,87000,0
15291980,Female,46,112000,1
17315637,Male,56,48000,1
13427823,Female,51,90000,0
13933812,Female,53,51000,0
18340461,Female,24,101000,1
10562315,Male,54,116000,1
19054420,Female,35,108000,1
11722723,Female,47,70000,0
18678520,Female,44,34000,1
15293662,Female,47,117000,0
15852873,Male,38,131000,0
18571575,Male,48,59000,1
12911489,Female,40,50000,0
10304181,Male,39,37000,1
16099615,Female,20,78000,0
12246526,Female,19,130000,1
14175927,Male,49,150000,1
12529004,Female,36,121000,1
10334514,Female,50,84000,0
10523129,Male,55,119000,0
16044646,Male,47,145000,1
15098255,Male,54,85000,0
11845391,Female,33,107000,0
16696811,Male,39,81000,1
10733815,Male,18,69000,1
15853261,Male,37,95000,1
19478354,Male,41,126000,0
14680187,Male,51,72000,1
19359959,Male,44,68000,0
10371712,Female,18,129000,1
10394801,Female,22,42000,1
18119521,Female,45,147000,1
16491136,Female,23,82000,1
17247328,Female,45,135000,1
19788555,Female,21,72000,1
18428409,Female,25,67000,0
13395892,Male,52,30000,0
19142113,Male,51,56000,0
19432158,Female,18,38000,1
16000078,Male,39,103000,0
12002670,Male,59,133000,0
12549520,Female,52,116000,1
15254879,Female,18,122000,1
15498896,Male,25,90000,1
12136179,Male,23,99000,0
13921852,Female,22,91000,0
11444673,Male,54,55000,0
15453181,Female,31,67000,0
14062443,Male,52,31000,0
15958455,Female,32,48000,0
19415988,Male,30,62000,1
18642950,Male,37,73000,0
12218704,Female,23,62000,0
14925997,Female,32,64000,0
10832096,Female,29,119000,1
16332452,Male,56,99000,1
14456003,Female,28,104000,0
13107118,Female,40,85000,0
10685251,Female,34,137000,0
14347560,Female,19,111000,0
18959616,Male,58,21000,1
13775470,Female,18,99000,1
18216831,Female,55,129000,0
16859379,Female,50,119000,0
19841473,Female,47,53000,1
14857104,Male,48,95000,0
19396321,Female,53,62000,1
14420399,Male,39,93000,1
11322805,Female,52,149000,0
15227681,Male,23,114000,1
10611711,Female,48,59000,1
15391027,Male,19,64000,1
18230972,Female,19,89000,1
12622090,Female,23,115000,1
14357125,Male,29,99000,1
16708584,Male,23,69000,0
19050597,Male,34,56000,0
13552090,Female,47,137000,0
14955735,Male,49,63000,0
16108805,Female,27,94000,0
16442172,Female,44,49000,0
14871060,Female,31,48000,0
11682137,Female,18,113000,0
14146496,Female,25,97000,1
12435910,Female,19,110000,0
19302814,Female,45,33000,1
16178432,Female,54,107000,0
17669601,Male,51,82000,0
19618370,Male,57,110000,1
15142430,Female,33,50000,1
11266645,Male,28,42000,0
18369166,Female,42,148000,0
17978657,Male,55,55000,1
17227469,Female,47,143000,0
12362527,Male,29,107000,1
16017878,Female,56,104000,1
18042649,Female,56,77000,1
15804941,Female,43,44000,1
10582727,Male,53,92000,0
15680596,Female,43,16000,0
13957190,Male,48,137000,1
11939770,Male,56,53000,0
16181495,Male,19,30000,1
16270377,Female,41,63000,1
17549277,Male,21,42000,0
17040250,Male,34,119000,0
13416950,Female,46,142000,1
17088485,Male,39,149000,0
15162025,Female,55,112000,0
11006943,Female,57,85000,1
12705264,Male,37,85000,0
16538841,Male,35,39000,0
14335143,Female,18,65000,0
13093088,Female,58,115000,0
18818819,Male,25,54000,0
17328522,Female,54,84000,1
12186629,Male,37,139000,1
12465481,Female,29,84000,1
10292826,Female,53,137000,0
16098200,Male,38,83000,1
15802818,Female,30,22000,0
13822885,Male,21,121000,0
13818568,Female,36,146000,1
14688388,Female,40,16000,0
17911054,Male,53,70000,1
10278557,Female,46,104000,0
19539062,Male,43,71000,1
16558647,Female,40,149000,0
12795151,Female,54,107000,1
12560065,Female,59,31000,1
10690581,Female,43,114000,1
16515841,Female,41,32000,0
12834530,Male,27,107000,1
17699069,Female,29,63000,0
15963713,Female,35,131000,0
11194907,Female,31,74000,1
17413361,Female,34,53000,0
13343159,Male,22,35000,1
15287985,Male,22,140000,1
15209752,Female,43,78000,0
13413617,Female,36,117000,0
12745376,Male,39,109000,0
13917023,Female,54,71000,0
19612989,Male,43,108000,0
14459430,Female,51,23000,1
14369033,Female,26,132000,1
14349209,Male,38,71000,0
17079684,Female,59,73000,0
10929522,Male,27,55000,0
16852530,Female,33,65000,0
14626897,Female,37,120000,0
17481256,Female,28,37000,1
18358788,Male,31,88000,1
18503880,Female,34,132000,1
11713940,Female,43,85000,1
14066870,Male,42,120000,1
15124355,Female,50,119000,0
13612379,Male,41,45000,0
19170222,Male,58,125000,0
10433639,Female,59,83000,1
10651926,Female,26,31000,1
19446908,Female,34,37000,0
14551412,Male,34,128000,0
14344627,Female,48,84000,0
19975107,Female,34,74000,1
17275405,Male,48,36000,0
13949927,Male,37,81000,1
15537551,Male,54,125000,1
14087462,Female,22,45000,1
14508420,Female,48,60000,1
19036891,Female,43,57000,0
15608802,Male,37,17000,0
10759418,Female,30,85000,1
15214969,Male,29,91000,1
16571896,Female,52,22000,1
17990517,Male,59,135000,0
18686097,Female,44,22000,1
11605032,Female,39,34000,1
10294233,Male,21,39000,0
14107612,Male,43,87000,1
17084135,Male,33,103000,1
12962557,Female,53,132000,0
10168874,Male,45,29000,1
12572834,Female,35,142000,0
10459908,Male,26,32000,1
13580700,Male,26,80000,1
17008783,Female,55,37000,1
12862854,Female,31,139000,0
16288066,Female,36,92000,0
18081871,Male,19,38000,1
14803418,Female,41,68000,1
18616745,Male,36,17000,0
14796946,Male,49,27000,0
10682203,Male,57,110000,0
12648562,Female,46,78000,0
14289782,Male,52,143000,1
18164310,Male,20,78000,1
12160900,Male,38,60000,1
17198280,Female,31,34000,0
14266337,Male,48,132000,0
15565627,Male,31,16000,1
14550602,Male,54,118000,1
15476247,Female,53,29000,1
19792916,Female,36,67000,0
11970205,Female,25,125000,0
17724639,Female,40,58000,0
17074489,Male,20,115000,1
19436711,Female,21,104000,1
11343660,Male,53,125000,1
16887387,Male,45,89000,0
17402494,Female,25,141000,1
16413902,Female,21,40000,0
12547898,Female,50,81000,0
18495397,Male,37,130000,1
16854824,Female,30,89000,1
11687167,Male,24,84000,1
15300584,Female,20,113000,1
16362018,Male,34,117000,1
14630813,Female,57,125000,0
15985229,Male,23,19000,1
13960550,Female,42,80000,1
16266651,Female,44,84000,1
10367829,Male,41,66000,1
19826654,Male,28,69000,1
13620950,Female,27,127000,0
17089017,Male,50,47000,0
16938134,Female,21,49000,1
10726581,Female,52,138000,0
15989094,Female,46,28000,0
10404786,Male,59,100000,0
17542387,Female,29,39000,1
12160869,Female,49,140000,1
18296503,Male,32,104000,0
15778505,Male,45,119000,0
11405544,Female,37,17000,0
16247226,Female,46,129000,1
11674383,Female,44,122000,0
10352608,Male,32,62000,1
18425482,Male,52,149000,0
19734537,Male,26,40000,1
15033840,Female,28,59000,0
17972372,Male,20,114000,1
15157449,Female,31,82000,1
11653167,Male,59,104000,0
18013666,Male,59,22000,0
19503557,Female,48,89000,0
13774036,Female,43,23000,1
10560754,Female,49,83000,1
18961052,Male,23,118000,1
10265663,Male,54,144000,1
19285828,Male,37,150000,1
13111231,Female,19,92000,0
17804514,Male,53,87000,1
17080677,Female,59,27000,0
16743051,Female,44,66000,1
18409014,Male,28,134000,0
16398403,Male,55,107000,0
14003507,Male,34,99000,1
10263024,Male,35,117000,0
11341426,Male,24,60000,0
11738916,Female,42,19000,0
19601422,Male,39,68000,0
18702913,Male,40,102000,1
19770484,Female,52,35000,1
18562259,Female,23,116000,1
13216188,Male,26,41000,0
15538724,Female,58,106000,0
13571943,Male,37,148000,0
18429693,Male,51,46000,0
13871589,Male,29,85000,1
10486354,Male,38,23000,1
19936514,Female,53,86000,1
10222581,Male,41,97000,0
15782347,Male,27,102000,1
15866165,Female,57,140000,1
14882672,Female,18,54000,0
19586408,Female,59,45000,0
15635532,Male,44,99000,1
16263515,Female,21,118000,1
17815467,Male,55,129000,0
15850309,Male,32,119000,1
10049588,Female,29,128000,0
15423980,Female,55,81000,0
10454851,Female,25,64000,1
11112219,Male,44,137000,0
16057586,Male,55,95000,1
12032367,Female,19,135000,0
17969816,Female,47,40000,0
10874206,Male,51,80000,1
11432195,Male,50,94000,0
10848479,Male,45,96000,0
10917861,Male,28,62000,0
16625409,Male,39,15000,1
17398483,Male,23,122000,1
11439363,Female,23,36000,1
17395223,Female,52,73000,1
12691837,Female,19,143000,0
17988845,Female,20,147000,0
15651369,Female,46,15000,1
13839484,Male,24,28000,1
13096066,Female,42,113000,0
14119114,Female,55,50000,0
11133846,Female,44,106000,1
14981100,Male,30,27000,0
12856325,Female,47,42000,1
18705369,Female,53,139000,0
11822056,Male,26,45000,1
13667507,Male,30,145000,0
16922076,Female,51,99000,0
14695854,Female,23,146000,1
19548201,Female,53,100000,1
12593460,Female,34,75000,0
10041202,Male,57,134000,0
16662467,Female,57,53000,1
13226616,Male,20,98000,1
18782843,Female,48,107000,1
17077838,Female,46,125000,0
16033498,Male,58,70000,1
14951464,Female,46,131000,1
11468045,Female,38,112000,0
16715855,Female,49,148000,1
17081045,Female,49,99000,1
16538483,Female,43,148000,0
16168999,Female,53,119000,0
15924878,Male,18,27000,0
17346758,Male,40,26000,1
12322516,Male,31,104000,0
16997527,Male,49,133000,0
12823667,Male,45,58000,0
12829115,Male,41,119000,1
12208699,Male,29,139000,0
11086881,Female,21,41000,0
12225908,Female,40,81000,1
13501272,Female,54,140000,1
18722366,Female,34,112000,0
11355941,Female,27,104000,1
11109202,Female,38,67000,0
14273800,Female,21,75000,1
17530975,Male,20,126000,0
15490617,Female,29,101000,0
17388769,Male,31,66000,0
13882204,Male,26,88000,1
14070906,Male,39,26000,0
19207013,Male,21,137000,0
18128507,Female,55,36000,1
10990201,Female,39,83000,1
12413797,Male,21,146000,1
16196023,Male,42,46000,1
17929981,Male,21,42000,1
17827011,Female,53,16000,0
16274584,Female,30,129000,0
13380707,Male,27,99000,0
15858125,Male,36,79000,0
11148416,Male,44,106000,0
18047482,Male,46,41000,1
16172523,Female,32,81000,1
16423219,Male,49,96000,1
18154679,Male,43,29000,0
16694306,Female,20,124000,1
14968998,Female,34,22000,1
17911479,Male,21,109000,0
14120433,Male,30,40000,0
13791049,Female,41,114000,0
17928885,Female,34,83000,0
14938395,Female,36,47000,1
18487230,Female,50,41000,1
18919571,Female,34,127000,0
17744266,Male,25,130000,0
19125873,Female,34,99000,1
15996207,Female,28,78000,1
19977009,Male,58,130000,0
18394004,Male,21,61000,0
11818365,Male,26,52000,1
14418054,Female,22,115000,1
17491790,Male,40,78000,0
11084185,Female,57,97000,1
10236276,Female,23,149000,1
11571775,Female,24,78000,0
17540450,Female,58,27000,0
12657659,Male,26,127000,0
10934854,Female,49,74000,1
15180341,Male,22,74000,0
13376676,Male,56,121000,1
18949023,Female,38,37000,0
15109947,Female,34,29000,1
15393558,Female,57,56000,1
15956609,Male,29,104000,1
10660936,Female,26,131000,1
17375170,Male,46,42000,1
15294332,Male,53,58000,0
16935142,Male,53,97000,0
12903783,Male,19,20000,0
18325935,Female,33,51000,1
10535193,Female,44,51000,0
13339071,Male,57,75000,0
11031573,Male,21,143000,0
16511995,Female,48,79000,1
17431181,Female,38,99000,0
14801363,Male,46,31000,0
11744964,Male,37,59000,0
15228345,Male,21,36000,1
15028683,Female,29,59000,0
10805250,Male,44,144000,1
15804957,Female,59,113000,0
19663197,Male,20,78000,1
14946376,Female,45,32000,0
15958035,Female,57,22000,1
10421978,Female,24,51000,0
16967332,Male,39,84000,0
16045848,Male,33,30000,0
14506899,Male,32,94000,1
12194026,Female,52,109000,1
18846241,Female,36,121000,0
13685999,Female,52,111000,1
13308299,Female,34,38000,0
19759715,Male,56,66000,0
14278961,Female,37,124000,1
13160923,Male,35,45000,1
15491620,Male,44,60000,0
10520524,Female,32,28000,0
15437984,Female,21,111000,1
15253196,Female,19,111000,0
16231065,Female,59,58000,1
14330161,Male,51,63000,0
15300736,Male,45,56000,1
11215315,Female,46,59000,1
11953417,Female,53,141000,1
12403861,Male,51,80000,1
12079766,Female,57,66000,0
14764765,Male,21,139000,1
14690835,Male,26,62000,0
19805174,Female,54,134000,0
17473323,Female,54,105000,0
13397224,Male,49,40000,1
17606103,Female,48,98000,1
14559403,Male,46,79000,1
19278994,Female,53,146000,1
15077740,Male,29,128000,0
18365126,Female,36,87000,1
11027542,Female,35,94000,1
16789116,Female,29,131000,0
15877960,Female,32,63000,1
17570221,Male,38,59000,1
14026849,Female,53,22000,1
12338122,Female,18,95000,1
15635149,Female,44,132000,1
11087872,Male,50,69000,0
16302866,Male,50,140000,0
15786347,Male,54,150000,0
13185616,Male,38,131000,0
18030461,Female,20,92000,1
19990562,Male,44,98000,0
10089398,Male,59,40000,1
11907908,Female,26,112000,1
15440041,Male,38,86000,1
17105782,Male,50,100000,1
16999098,Male,28,87000,1
19851167,Female,43,36000,0
14296993,Female,36,43000,1
14791796,Male,24,56000,1
10143496,Male,47,70000,0
13806900,Female,20,40000,1
13971012,Male,57,149000,1
19923434,Male,33,75000,1
11811769,Female,58,69000,0
17550356,Male,59,119000,0
10646646,Female,35,87000,0
17150430,Female,55,65000,0
19615132,Female,59,74000,0
16768392,Female,37,134000,1
19991947,Male,39,51000,1
15379279,Male,38,87000,0
15073820,Female,42,26000,1
19076017,Female,27,73000,0
18949794,Female,34,44000,1
17434812,Male,36,139000,0
15056019,Female,57,104000,0
10526847,Male,53,132000,1
18186351,Male,49,144000,1
11612058,Female,47,90000,0
12125834,Male,42,62000,0
13171923,Female,40,145000,0
17443596,Female,44,93000,0
10658143,Male,27,138000,1
13702018,Female,42,86000,1
14249116,Female,41,56000,1
16310073,Male,38,64000,0
16749768,Male,48,44000,1
17944797,Female,30,126000,1
14572370,Female,30,112000,0
11007904,Male,44,15000,0
13598037,Male,53,23000,1
18500141,Female,46,64000,0
12570434,Male,49,143000,0
15618469,Female,52,122000,0
10660303,Female,25,29000,1
15002171,Female,18,48000,0
13643730,Female,45,140000,1
12590696,Male,37,72000,1
10802384,Female,41,20000,0
15338913,Female,29,148000,1
18848686,Female,54,54000,0
10138812,Male,22,16000,0
17957322,Female,31,45000,1
17577105,Female,30,112000,0
11191596,Male,25,148000,1
10488438,Male,18,29000,1
18039950,Male,29,90000,0
12570018,Female,49,71000,1
16139052,Female,48,59000,0
14788570,Female,33,70000,0
13432487,Male,41,20000,0
15248671,Male,29,15000,1
18514172,Female,53,114000,1
11046886,Female,41,82000,1
10265093,Male,37,86000,1
14395082,Female,52,59000,0
19987934,Male,55,64000,1
17643807,Female,37,17000,0
12732737,Male,26,86000,1
19559933,Female,50,69000,1
19341014,Male,28,92000,1
14844800,Male,20,74000,1
12845019,Female,50,30000,0
10521772,Male,46,90000,0
18384105,Female,26,123000,0
19767735,Male,18,117000,0
10235843,Male,22,126000,0
19970202,Female,47,92000,1
13054624,Female,36,130000,0
13486570,Male,21,29000,1
18487898,Male,38,126000,0
12300574,Female,18,114000,1
18920840,Male,32,94000,1
17620155,Female,58,72000,0
19368350,Male,22,57000,1
13367477,Female,44,141000,1
16954612,Male,47,22000,0
14720793,Male,21,18000,1
13848366,Female,34,141000,1
17914410,Female,51,58000,1
19549224,Female,31,16000,1
13755455,Female,50,124000,1
11191008,Male,27,63000,1
16105606,Male,29,121000,0
14134835,Female,44,22000,1
19342843,Male,24,73000,0
15330414,Male,22,92000,0
11472647,Male,40,105000,0
11993526,Female,38,100000,1
10723273,Female,18,118000,0
10547224,Female,40,128000,0
10517300,Male,39,78000,1
17825353,Male,55,135000,0
13407957,Female,20,102000,0
13183097,Male,20,46000,0
13380189,Male,37,71000,1
17428673,Female,40,30000,0
17653625,Male,32,30000,0
18175063,Male,30,25000,1
18750074,Female,21,51000,1
10059793,Male,24,84000,0
18215325,Female,27,124000,1
12674768,Female,33,75000,0
14070218,Female,51,129000,1
13505124,Male,22,137000,1
13273448,Female,58,41000,0
14792584,Female,32,34000,1
10898032,Female,52,69000,0
18001024,Male,27,36000,1
17692395,Male,52,31000,1
13013589,Male,48,134000,1
18003572,Male,50,41000,0
15321910,Female,24,58000,0
14526004,Female,34,46000,1
15362330,Male,26,76000,0
11318558,Female,41,49000,0
13227291,Female,30,127000,0
15427656,Female,38,50000,1
15117762,Male,58,91000,0
11972162,Male,47,19000,1
11250046,Female,59,84000,0
15360019,Male,36,117000,0
11540565,Male,53,118000,0
12266976,Male,45,43000,0
19823324,Male,26,112000,0
15578827,Male,23,93000,1
10244276,Male,20,107000,0
16772234,Female,45,47000,1
19664824,Male,37,90000,0
17966921,Male,54,20000,1
19880310,Male,48,104000,1
14190338,Male,42,84000,1
19839612,Male,44,106000,0
15791467,Female,42,20000,1
19800180,Female,22,32000,1
13515317,Male,52,141000,1
15925992,Female,32,17000,0
13524824,Female,36,66000,1
15032634,Female,25,65000,0
11579312,Female,25,120000,1
18390760,Male,42,90000,0
19283791,Male,52,98000,0
12140794,Male,59,18000,1
15262210,Male,41,138000,0
15283670,Female,53,120000,1
14002229,Female,57,22000,0
11399814,Male,22,99000,1
19077962,Male,19,44000,0
12963192,Female,43,149000,0
18383476,Male,30,49000,1
14520720,Female,44,114000,0
14960548,Female,18,55000,0
15915572,Female,38,39000,1
15856268,Male,23,60000,1
12217088,Male,38,134000,1
10502190,Female,52,78000,1
14817920,Male,51,33000,0
17157811,Male,46,70000,0
14821757,Female,19,132000,1
18399553,Female,49,82000,1
18378615,Male,24,89000,0
15878787,Male,35,89000,0
15022308,Female,44,75000,1
12220712,Female,58,64000,1
17638210,Male,53,23000,0
14362830,Male,34,59000,1
15522327,Female,34,30000,1
17358364,Male,48,86000,0
18762545,Female,25,133000,1
12676727,Female,53,42000,0
13467611,Male,54,54000,0
14836692,Female,41,36000,0
18454321,Male,46,104000,1
15272298,Male,22,48000,0
10180501,Male,20,42000,0
18753357,Male,18,77000,0
15783021,Female,52,140000,0
18306425,Male,31,134000,0
14974066,Male,21,57000,0
13112430,Female,50,115000,1
11878767,Male,31,69000,1
16357922,Male,42,17000,1
10129103,Male,28,56000,0
12017172,Male,57,148000,1
17501476,Female,42,47000,0
12206961,Male,24,121000,0
